GPULab
IDLab GPULab
L

Jobs

All Jobs
My Jobs

    Create Job

Live

Clusters

        Slaves

Job 80293414-b7bf-11ea-8b19-0f4f9979726a CANCELLED
Creator
lbagotua
Project
explore_option
Name
dqnrnd_breakout
Description
General Info
Logs
Debugging Logs
Usage Graphs
Raw Job JSON
Job Description
dqnrnd_breakout
Requested Resources:

    # CPU's: 4
    # GPU's: 1
    Memory: 32000 MB
    Minimum CUDA driver version: 10

Docker:
Image: gitlab+deploy-token-197:pVdPsj5atFfJS55NnvpC@gitlab.ilabt.imec.be:4567/lbagot/explore_option:dqn_breakout
Command:
User: -
Data mounts:

    is mounted to /project/

Job Status

    Created on June 26, 2020 5:12 PM
    Queued on June 26, 2020 5:12 PM
    Assigned on June 26, 2020 5:12 PM
    Started on June 26, 2020 5:12 PM

    Ran for 3 d 1 h 43 m
    Cancelled on June 29, 2020 6:56 PM

Resource Usage
CPU:
29.01%
GPU:
0%
Mem Used:
49.76%
Job Execution Environment
Summary: 7A
Cluster: 7
Slave: dgx2-idlab
SSH: R6PYDAWT@dgx2.idlab.uantwerpen.be

2020-06-26T15:13:01.725853864Z Cuda Torch available: True; using device cpu
2020-06-26T15:13:02.168919175Z 2020-06-26 15:13:02,168 - root - INFO: steps 0, 55924053.33 steps/s
2020-06-26T15:13:03.840050229Z 2020-06-26 15:13:03,839 - root - INFO: steps 114, episodic_return_train 0.0
2020-06-26T15:13:04.786960225Z 2020-06-26 15:13:04,786 - root - INFO: steps 301, episodic_return_train 2.0
2020-06-26T15:13:05.379965880Z 2020-06-26 15:13:05,379 - root - INFO: steps 414, episodic_return_train 0.0
2020-06-26T15:13:06.124467745Z 2020-06-26 15:13:06,123 - root - INFO: steps 553, episodic_return_train 1.0
2020-06-26T15:13:06.740013263Z 2020-06-26 15:13:06,739 - root - INFO: steps 666, episodic_return_train 0.0
2020-06-26T15:13:07.459490254Z 2020-06-26 15:13:07,458 - root - INFO: steps 809, episodic_return_train 1.0
2020-06-26T15:13:08.077583733Z 2020-06-26 15:13:08,076 - root - INFO: steps 924, episodic_return_train 0.0
2020-06-26T15:13:08.443025022Z 2020-06-26 15:13:08,442 - root - INFO: steps 1000, 159.39 steps/s
2020-06-26T15:13:09.206164765Z 2020-06-26 15:13:09,205 - root - INFO: steps 1132, episodic_return_train 2.0
2020-06-26T15:13:09.894968896Z 2020-06-26 15:13:09,894 - root - INFO: steps 1245, episodic_return_train 0.0
2020-06-26T15:13:10.565296050Z 2020-06-26 15:13:10,564 - root - INFO: steps 1360, episodic_return_train 0.0
2020-06-26T15:13:12.133535101Z 2020-06-26 15:13:12,132 - root - INFO: steps 1647, episodic_return_train 4.0
2020-06-26T15:13:13.045067001Z 2020-06-26 15:13:13,044 - root - INFO: steps 1806, episodic_return_train 1.0
2020-06-26T15:13:13.687290657Z 2020-06-26 15:13:13,686 - root - INFO: steps 1919, episodic_return_train 0.0
2020-06-26T15:13:14.098801404Z 2020-06-26 15:13:14,098 - root - INFO: steps 2000, 176.82 steps/s
2020-06-26T15:13:14.296124522Z 2020-06-26 15:13:14,295 - root - INFO: steps 2032, episodic_return_train 0.0
2020-06-26T15:13:15.439270229Z 2020-06-26 15:13:15,438 - root - INFO: steps 2242, episodic_return_train 2.0
2020-06-26T15:13:16.132076023Z 2020-06-26 15:13:16,131 - root - INFO: steps 2355, episodic_return_train 0.0
2020-06-26T15:13:17.131469889Z 2020-06-26 15:13:17,130 - root - INFO: steps 2529, episodic_return_train 2.0
2020-06-26T15:13:17.745437105Z 2020-06-26 15:13:17,744 - root - INFO: steps 2642, episodic_return_train 0.0
2020-06-26T15:13:18.689570864Z 2020-06-26 15:13:18,688 - root - INFO: steps 2815, episodic_return_train 2.0
2020-06-26T15:13:19.616680771Z 2020-06-26 15:13:19,616 - root - INFO: steps 2976, episodic_return_train 1.0
2020-06-26T15:13:19.758251910Z 2020-06-26 15:13:19,757 - root - INFO: steps 3000, 176.71 steps/s
2020-06-26T15:13:20.469868385Z 2020-06-26 15:13:20,469 - root - INFO: steps 3130, episodic_return_train 1.0
2020-06-26T15:13:21.327943813Z 2020-06-26 15:13:21,327 - root - INFO: steps 3289, episodic_return_train 1.0
2020-06-26T15:13:22.838512881Z 2020-06-26 15:13:22,837 - root - INFO: steps 3572, episodic_return_train 4.0
2020-06-26T15:13:23.443936771Z 2020-06-26 15:13:23,443 - root - INFO: steps 3683, episodic_return_train 0.0
2020-06-26T15:13:24.048837520Z 2020-06-26 15:13:24,048 - root - INFO: steps 3796, episodic_return_train 0.0
2020-06-26T15:13:24.673729048Z 2020-06-26 15:13:24,673 - root - INFO: steps 3909, episodic_return_train 0.0
2020-06-26T15:13:25.128882113Z 2020-06-26 15:13:25,128 - root - INFO: steps 4000, 186.21 steps/s
2020-06-26T15:13:25.416128114Z 2020-06-26 15:13:25,415 - root - INFO: steps 4050, episodic_return_train 1.0
2020-06-26T15:13:26.010364578Z 2020-06-26 15:13:26,009 - root - INFO: steps 4159, episodic_return_train 0.0
2020-06-26T15:13:26.859088577Z 2020-06-26 15:13:26,858 - root - INFO: steps 4320, episodic_return_train 1.0
2020-06-26T15:13:28.132196355Z 2020-06-26 15:13:28,131 - root - INFO: steps 4553, episodic_return_train 3.0
2020-06-26T15:13:28.897675825Z 2020-06-26 15:13:28,897 - root - INFO: steps 4693, episodic_return_train 1.0
2020-06-26T15:13:29.658062035Z 2020-06-26 15:13:29,657 - root - INFO: steps 4836, episodic_return_train 1.0
2020-06-26T15:13:30.283931385Z 2020-06-26 15:13:30,283 - root - INFO: steps 4949, episodic_return_train 0.0
2020-06-26T15:13:30.598910059Z 2020-06-26 15:13:30,598 - root - INFO: steps 5000, 182.83 steps/s
2020-06-26T15:13:30.979627749Z 2020-06-26 15:13:30,979 - root - INFO: steps 5064, episodic_return_train 0.0
2020-06-26T15:13:31.750347479Z 2020-06-26 15:13:31,749 - root - INFO: steps 5207, episodic_return_train 1.0
2020-06-26T15:13:32.354560919Z 2020-06-26 15:13:32,353 - root - INFO: steps 5320, episodic_return_train 0.0
2020-06-26T15:13:33.123962232Z 2020-06-26 15:13:33,123 - root - INFO: steps 5460, episodic_return_train 1.0
2020-06-26T15:13:34.387536674Z 2020-06-26 15:13:34,386 - root - INFO: steps 5696, episodic_return_train 3.0
2020-06-26T15:13:34.988970928Z 2020-06-26 15:13:34,988 - root - INFO: steps 5807, episodic_return_train 0.0
2020-06-26T15:13:35.940187159Z 2020-06-26 15:13:35,939 - root - INFO: steps 5979, episodic_return_train 2.0
2020-06-26T15:13:36.046290003Z 2020-06-26 15:13:36,045 - root - INFO: steps 6000, 183.59 steps/s
2020-06-26T15:13:36.557190892Z 2020-06-26 15:13:36,556 - root - INFO: steps 6092, episodic_return_train 0.0
2020-06-26T15:13:37.556980039Z 2020-06-26 15:13:37,556 - root - INFO: steps 6278, episodic_return_train 2.0
2020-06-26T15:13:38.191908583Z 2020-06-26 15:13:38,191 - root - INFO: steps 6393, episodic_return_train 0.0
2020-06-26T15:13:38.844369800Z 2020-06-26 15:13:38,843 - root - INFO: steps 6506, episodic_return_train 0.0
2020-06-26T15:13:40.435829075Z 2020-06-26 15:13:40,435 - root - INFO: steps 6817, episodic_return_train 7.0
2020-06-26T15:13:41.075147334Z 2020-06-26 15:13:41,074 - root - INFO: steps 6932, episodic_return_train 0.0
2020-06-26T15:13:41.446252754Z 2020-06-26 15:13:41,445 - root - INFO: steps 7000, 185.19 steps/s
2020-06-26T15:13:41.703650683Z 2020-06-26 15:13:41,703 - root - INFO: steps 7043, episodic_return_train 0.0
2020-06-26T15:13:42.332182371Z 2020-06-26 15:13:42,331 - root - INFO: steps 7156, episodic_return_train 0.0
2020-06-26T15:13:43.072855808Z 2020-06-26 15:13:43,072 - root - INFO: steps 7293, episodic_return_train 1.0
2020-06-26T15:13:43.949484079Z 2020-06-26 15:13:43,948 - root - INFO: steps 7454, episodic_return_train 1.0
2020-06-26T15:13:44.598055827Z 2020-06-26 15:13:44,597 - root - INFO: steps 7569, episodic_return_train 0.0
2020-06-26T15:13:45.769865415Z 2020-06-26 15:13:45,769 - root - INFO: steps 7769, episodic_return_train 3.0
2020-06-26T15:13:46.604521725Z 2020-06-26 15:13:46,604 - root - INFO: steps 7884, episodic_return_train 0.0
2020-06-26T15:13:47.265160624Z 2020-06-26 15:13:47,264 - root - INFO: steps 8000, 171.87 steps/s
2020-06-26T15:13:47.580093979Z 2020-06-26 15:13:47,579 - root - INFO: steps 8043, episodic_return_train 1.0
2020-06-26T15:13:48.646866439Z 2020-06-26 15:13:48,646 - root - INFO: steps 8234, episodic_return_train 2.0
2020-06-26T15:13:49.288889095Z 2020-06-26 15:13:49,288 - root - INFO: steps 8349, episodic_return_train 0.0
2020-06-26T15:13:49.963651764Z 2020-06-26 15:13:49,963 - root - INFO: steps 8462, episodic_return_train 0.0
2020-06-26T15:13:51.114723147Z 2020-06-26 15:13:51,114 - root - INFO: steps 8670, episodic_return_train 2.0
2020-06-26T15:13:52.194173264Z 2020-06-26 15:13:52,193 - root - INFO: steps 8830, episodic_return_train 1.0
2020-06-26T15:13:53.083102083Z 2020-06-26 15:13:53,082 - root - INFO: steps 9000, 171.89 steps/s
2020-06-26T15:13:53.372273735Z 2020-06-26 15:13:53,371 - root - INFO: steps 9048, episodic_return_train 3.0
2020-06-26T15:13:54.035885755Z 2020-06-26 15:13:54,035 - root - INFO: steps 9161, episodic_return_train 0.0
2020-06-26T15:13:54.766671706Z 2020-06-26 15:13:54,766 - root - INFO: steps 9274, episodic_return_train 0.0
2020-06-26T15:13:55.993173668Z 2020-06-26 15:13:55,992 - root - INFO: steps 9466, episodic_return_train 2.0
2020-06-26T15:13:57.173182301Z 2020-06-26 15:13:57,172 - root - INFO: steps 9672, episodic_return_train 2.0
2020-06-26T15:13:58.300727154Z 2020-06-26 15:13:58,300 - root - INFO: steps 9860, episodic_return_train 2.0
2020-06-26T15:13:58.984493851Z 2020-06-26 15:13:58,984 - root - INFO: steps 10000, 169.46 steps/s
2020-06-26T15:13:59.200595915Z 2020-06-26 15:13:59,200 - root - INFO: steps 10046, episodic_return_train 2.0
2020-06-26T15:14:00.330881737Z 2020-06-26 15:14:00,330 - root - INFO: steps 10205, episodic_return_train 1.0
2020-06-26T15:14:01.500808612Z 2020-06-26 15:14:01,500 - root - INFO: steps 10421, episodic_return_train 3.0
2020-06-26T15:14:02.220822997Z 2020-06-26 15:14:02,220 - root - INFO: steps 10532, episodic_return_train 0.0
2020-06-26T15:14:03.172830967Z 2020-06-26 15:14:03,172 - root - INFO: steps 10700, episodic_return_train 2.0
2020-06-26T15:14:04.502679126Z 2020-06-26 15:14:04,502 - root - INFO: steps 10937, episodic_return_train 3.0
2020-06-26T15:14:04.836064264Z 2020-06-26 15:14:04,835 - root - INFO: steps 11000, 170.90 steps/s
2020-06-26T15:14:05.139482600Z 2020-06-26 15:14:05,138 - root - INFO: steps 11052, episodic_return_train 0.0
2020-06-26T15:14:05.780418605Z 2020-06-26 15:14:05,779 - root - INFO: steps 11167, episodic_return_train 0.0
2020-06-26T15:14:07.166650695Z 2020-06-26 15:14:07,166 - root - INFO: steps 11399, episodic_return_train 3.0
2020-06-26T15:14:08.324752964Z 2020-06-26 15:14:08,324 - root - INFO: steps 11561, episodic_return_train 1.0
2020-06-26T15:14:09.015618267Z 2020-06-26 15:14:09,015 - root - INFO: steps 11676, episodic_return_train 0.0
2020-06-26T15:14:09.651699033Z 2020-06-26 15:14:09,651 - root - INFO: steps 11791, episodic_return_train 0.0
2020-06-26T15:14:10.881009071Z 2020-06-26 15:14:10,880 - root - INFO: steps 11950, episodic_return_train 1.0
2020-06-26T15:14:11.235148979Z 2020-06-26 15:14:11,234 - root - INFO: steps 12000, 156.28 steps/s
2020-06-26T15:14:11.686837312Z 2020-06-26 15:14:11,686 - root - INFO: steps 12063, episodic_return_train 0.0
2020-06-26T15:14:13.874994686Z 2020-06-26 15:14:13,874 - root - INFO: steps 12419, episodic_return_train 5.0
2020-06-26T15:14:14.594552094Z 2020-06-26 15:14:14,594 - root - INFO: steps 12534, episodic_return_train 0.0
2020-06-26T15:14:15.278775505Z 2020-06-26 15:14:15,278 - root - INFO: steps 12647, episodic_return_train 0.0
2020-06-26T15:14:16.195440161Z 2020-06-26 15:14:16,194 - root - INFO: steps 12760, episodic_return_train 0.0
2020-06-26T15:14:16.834719874Z 2020-06-26 15:14:16,834 - root - INFO: steps 12875, episodic_return_train 0.0
